id	name	language	english name	srgb_R	srgb_G	srgb_B	cielab_L	cielab_a	cielab_b
32003	coquille d'œuf	French	eggshell	183	141	119	62	13	18
32503	Rose fluo	French	electric pink	219	93	139	57	54	0
32903	à feuillage persistant	French	evergreen	33	45	22	17	-11	13
33003	bleu passé	French	faded blue	81	104	137	43	0	-21
33103	vert passé	French	faded green	156	178	145	70	-14	14
33203	Orange passé	French	faded orange	216	102	62	57	42	43
33303	Rose fané	French	faded pink	193	163	166	70	11	3
33403	violet passé	French	faded purple	154	127	157	57	16	-12
33503	rouge fané	French	faded red	120	48	55	30	32	11
33603	Jaune fané	French	faded yellow	181	151	55	64	1	53
33703	faon	French	fawn	129	96	66	44	9	22
33803	fougère	French	fern	151	177	141	70	-16	16
33903	vert fougère	French	fern green	157	176	146	70	-12	13
34003	Rouge d'incendie	French	fire engine red	187	53	53	43	53	32
34103	Bleu plat	French	flat blue	196	231	255	90	-6	-15
34203	Vert plat	French	flat green	219	234	205	91	-10	13
34603	forêt	French	forest	50	43	11	18	-2	21
34703	vert forêt	French	forest green	28	63	41	24	-19	10
34803	Vert forêt	French	forrest green	28	63	40	24	-19	10
34903	bleu français	French	french blue	27	42	71	17	4	-20
35003	vert frais	French	fresh green	156	179	112	70	-20	32
35103	grenouille verte	French	frog green	138	162	93	63	-20	33
35303	or	French	gold	216	187	128	77	2	34
35403	or	French	golden	216	187	128	77	2	34
35603	or	French	golden rod	216	187	128	77	2	34
35703	jaune d'or	French	golden yellow	219	187	87	77	0	54
35903	raisin	French	grape	82	43	70	24	22	-9
36003	Violet raisin	French	grape purple	108	77	103	37	18	-10
36203	herbe	French	grass	101	127	62	50	-21	32
36303	herbe verte	French	grass green	70	94	31	37	-20	32
36703	vert bleu	French	green blue	46	113	119	44	-19	-10
36803	Brun vert	French	green brown	94	65	37	30	9	22
36903	vert gris	French	green grey	109	124	103	50	-10	9
37003	turquoise vert	French	green teal	74	147	151	57	-22	-9
37103	vert jaune	French	green yellow	225	211	83	83	-10	63
37303	verdâtre	French	greenish	108	124	97	50	-11	13
37403	beige verdâtre	French	greenish beige	175	173	135	70	-6	20
37503	bleu verdâtre	French	greenish blue	60	130	136	50	-20	-10
37603	brun verdâtre	French	greenish brown	85	69	37	30	2	22
37803	gris verdâtre	French	greenish grey	65	74	69	31	-5	2
37903	Bronzage verdâtre	French	greenish tan	116	122	82	50	-9	21
38003	Turquoise verdâtre	French	greenish teal	86	146	137	57	-22	-1
38303	verdâtre bleu	French	greeny blue	58	113	102	44	-21	0
38403	verdâtre brun	French	greeny brown	132	117	81	50	0	22
38503	 Gris verdâtre	French	greeny grey	122	176	124	67	-28	21
38703	gris	French	grey	165	141	124	60	6	13
38803	gris bleu	French	grey blue	82	106	120	43	-5	-11
38903	Brun gris	French	grey brown	167	151	129	63	3	14
39003	gris vert	French	grey green	67	92	78	37	-13	5
39103	gris rose	French	grey pink	172	145	153	63	11	0
39203	gris violet	French	grey purple	114	96	119	43	12	-10
39303	turquoise gris	French	grey teal	65	130	138	50	-18	-11
39403	Bleu gris	French	greyblue	84	106	122	44	-4	-12
39503	grisâtre	French	greyish	107	102	84	43	-1	11
39603	Gris bleu	French	greyish blue	81	106	120	43	-5	-11
39703	brun grisâtre	French	greyish brown	79	70	53	30	1	11
39803	vert grisâtre	French	greyish green	113	123	82	50	-11	21
39903	rose grisâtre	French	greyish pink	128	118	99	50	1	11
40003	violet grisâtre	French	greyish purple	80	65	88	30	11	-11
40103	grisâtre turquoise	French	greyish teal	67	109	119	43	-12	-10
40303	Gris acier	French	gunmetal	195	150	139	66	15	13
40503	bruyère	French	heather	154	105	121	50	22	-1
40803	Vert d’hôpital	French	hospital green	132	159	151	63	-11	1
41303	vert de chasseur	French	hunter green	92	86	69	37	-1	11
41403	glace	French	ice	239	247	247	97	-3	-1
41503	glace bleue	French	ice blue	150	197	216	77	-11	-14
41703	Rouge indien	French	indian red	153	52	55	37	42	21
41803	indigo	French	indigo	74	83	137	37	12	-31
42003	iris	French	iris	126	86	156	43	30	-32
42403	vert jade	French	jade green	104	146	120	57	-20	9
42503	jungle verte	French	jungle green	50	60	23	24	-11	21
42703	Vert de kelly	French	kelly green	79	151	114	57	-31	12
43003	kaki	French	khaki	108	81	43	36	6	27
43103	vert kaki	French	khaki green	37	67	32	25	-19	18
43403	lavande	French	lavender	124	113	152	50	12	-20
43503	bleu de lavande	French	lavender blue	98	99	138	43	9	-21
43603	rose lavande	French	lavender pink	164	124	154	57	21	-10
43703	pelouse verte	French	lawn green	81	112	48	43	-23	31
44003	Feuilles vertes	French	leafy green	105	128	43	50	-22	42
44103	cuir	French	leather	99	61	48	30	15	15
44203	citron	French	lemon	216	211	125	83	-10	43
44503	jaune citron	French	lemon yellow	239	226	118	89	-10	54
44603	lichen	French	lichen	113	102	67	43	-1	21
44803	Aigue marine de lumière	French	light aquamarine	180	213	211	83	-11	-3
45003	Bleu clair	French	light blue	172	213	231	83	-9	-13
45203	gris bleu clair	French	light blue grey	73	88	104	37	-2	-11
45503	brun clair	French	light brown	61	35	25	17	11	12
45603	Bordeaux clair	French	light burgundy	102	33	44	24	32	10
45703	cyan clair	French	light cyan	221	251	255	97	-8	-6
45903	vert forêt clair	French	light forest green	52	77	54	30	-15	10
46003	or clair	French	light gold	190	168	136	70	3	19
46203	Vert clair	French	light green	152	181	112	70	-22	32
46503	gris clair	French	light grey	0	191	218	71	-31	-25
46603	bleu gris clair	French	light grey blue	71	88	107	37	-2	-13
46703	 vert gris clair	French	light grey green	176	191	187	76	-6	0
47003	Lavande clair	French	light lavendar	178	165	190	70	10	-11
47103	lavande pâle	French	light lavender	218	199	222	82	11	-9
47203	Bleu très très clair	French	light light blue	142	178	189	70	-9	-10
47403	lilas clair	French	light lilac	157	127	153	57	16	-10
47803	marron clair	French	light maroon	133	94	72	44	13	19
47903	mauve clair	French	light mauve	208	179	211	76	16	-12
48003	Menthe claire	French	light mint	185	214	204	83	-11	2
48103	Menthe verte clair	French	light mint green	189	215	187	83	-14	11
48203	vert mousse clair	French	light moss green	168	175	131	70	-10	21
48303	moutarde légère	French	light mustard	193	168	111	70	1	33
48403	Marine clair	French	light navy	76	86	109	37	2	-14
48503	Bleu marine clair	French	light navy blue	47	55	76	23	3	-14
48603	Vert fluo clair	French	light neon green	97	171	73	64	-42	43
48703	Olive clair	French	light olive	185	193	150	76	-10	21
48803	vert d'olive clair	French	light olive green	131	140	97	57	-11	22
48903	lumière orange	French	light orange	237	119	36	63	41	62
49003	vert de pastel léger	French	light pastel green	218	226	200	89	-7	12
49203	pêche clair	French	light peach	163	105	85	50	21	21
49303	Pervenche clair	French	light periwinkle	119	115	155	50	11	-21
49403	rose clair	French	light pink	255	199	225	88	30	-2
49503	Prune clair	French	light plum	109	78	91	37	15	-3
49703	feu rouge	French	light red	137	32	27	30	43	30
49803	rose clair	French	light rose	255	204	227	87	23	-4
50103	saumon clair	French	light salmon	219	180	164	76	12	13
50203	Vert de mer clair	French	light sea green	140	158	132	63	-11	11
50503	Bleu ciel clair	French	light sky blue	165	193	213	77	-5	-13
50803	turquoise clair	French	light turquoise	134	199	205	76	-19	-9
51003	violet clair	French	light violet	209	177	212	76	18	-13
51103	Jaune clair	French	light yellow	235	229	163	90	-8	33
51203	Jaune vert clair	French	light yellow green	181	175	70	70	-11	53
51303	vert jaunâtre clair	French	light yellowish green	220	233	183	90	-13	23
51403	Bleu clair	French	lightblue	171	213	231	83	-10	-13
52203	lilas	French	lilac	147	106	140	50	22	-12
52303	lilas	French	liliac	144	106	150	50	24	-18
52603	jaune citron	French	lime yellow	243	227	68	89	-12	75
52903	macaroni au fromage	French	macaroni and cheese	193	145	76	63	11	43
53003	magenta	French	magenta	217	123	171	63	43	-10
53103	acajou	French	mahogany	88	43	40	23	20	11
53303	mangue	French	mango	214	162	94	70	11	42
53503	souci	French	marigold	236	177	27	76	10	75
53703	bleu marine	French	marine blue	37	39	61	16	6	-14
53803	bordeaux	French	maroon	83	20	30	18	30	10
53903	mauve	French	mauve	142	106	154	50	23	-20
54003	bleu moyen	French	medium blue	30	57	87	23	0	-21
54103	brun moyen	French	medium brown	150	110	84	50	12	21
54203	vert moyen	French	medium green	105	145	112	57	-21	13
54303	gris moyen	French	medium grey	108	102	97	44	1	3
54403	rose moyen	French	medium pink	227	173	190	76	22	-1
54503	violet moyen	French	medium purple	137	111	138	50	16	-11
54603	melon	French	melon	209	137	77	63	22	43
54803	bleu métallique	French	metallic blue	34	58	88	24	1	-21
54903	mi bleu	French	mid blue	45	54	89	23	6	-22
55003	vert moyen	French	mid green	105	145	112	57	-21	13
55103	minuit	French	midnight	15	10	16	3	2	-2
55203	bleu nuit	French	midnight blue	33	39	72	17	8	-21
55303	Violet minuit	French	midnight purple	123	91	136	43	22	-20
55403	vert militaire	French	military green	62	74	50	30	-10	13
55503	chocolat au lait	French	milk chocolate	84	47	34	24	15	15
55603	menthe	French	mint	179	214	200	83	-14	3
55703	vert menthe	French	mint green	179	216	191	83	-17	8
56103	vert mousse	French	moss green	206	211	166	83	-9	22
56203	vert mousse	French	mossy green	208	212	167	83	-8	22
56403	boue brune	French	mud brown	67	54	38	23	3	12
56603	brun boueux	French	muddy brown	95	64	40	30	10	20
56903	mûre	French	mulberry	42	22	31	10	12	-2
57003	vert glauque	French	murky green	80	91	50	37	-12	22
57103	champignon	French	mushroom	99	66	25	31	10	30
57203	moutarde	French	mustard	193	144	75	63	11	43
57303	moutarde brune	French	mustard brown	100	65	22	31	11	31
57403	moutarde verte	French	mustard green	167	152	95	63	-3	32
57503	jaune moutarde	French	mustard yellow	171	128	58	56	9	44
57603	bleu coupé	French	muted blue	47	54	76	23	4	-15
57703	vert coupé	French	muted green	47	79	39	30	-21	20
57803	rose adoucie	French	muted pink	212	180	186	76	12	1
57903	violet adoucie	French	muted purple	177	145	155	63	14	-1
58103	marine	French	navy	39	40	56	17	4	-10
58203	bleu marine	French	navy blue	37	39	61	16	6	-15
58403	Bleu néon	French	neon blue	61	123	191	51	2	-41
58603	rose fluo	French	neon pink	219	93	139	57	53	0
58803	néon rouge	French	neon red	138	30	27	30	45	30
58903	jaune fluo	French	neon yellow	222	234	119	90	-20	54
59003	Jolie bleu	French	nice blue	36	57	86	23	1	-20
59103	bleu nuit	French	night blue	33	40	72	17	8	-21
59203	océan	French	ocean	101	142	158	57	-10	-13
59303	bleu océan	French	ocean blue	66	105	154	44	2	-31
59403	océan vert	French	ocean green	73	110	84	43	-19	11
59503	ocre	French	ocher	216	161	93	70	13	43
59603	ocre	French	ochre	188	120	60	57	21	43
59703	ocre	French	ocre	232	178	109	76	12	43
59803	Bleu cassé	French	off blue	50	73	104	30	1	-21
59903	Vert cassé	French	off green	181	194	165	77	-10	13
60003	blanc cassé	French	off white	199	215	197	84	-9	7
60103	jaune cassé	French	off yellow	197	168	92	70	1	43
60203	vieux rose	French	old pink	201	135	130	63	25	13
60303	vieux rose	French	old rose	200	135	131	63	24	13
60503	brun olive	French	olive brown	133	117	81	50	1	22
60603	Olive foncé	French	olive drab	57	56	41	23	-3	10
60703	vert olive	French	olive green	144	158	97	63	-15	30
60803	jaune olive	French	olive yellow	189	169	110	70	-1	33
60903	orange	French	orange	235	118	56	62	41	53
61003	Brun orange	French	orange brown	221	181	143	76	9	24
61103	orange rose	French	orange pink	221	129	98	63	32	32
61203	Rouge orange	French	orange red	155	50	38	37	43	32
61303	jaune orangé	French	orange yellow	234	155	49	70	21	64
61403	orangeâtre	French	orangeish	197	85	47	50	42	43
61503	Orangé	French	orangered	235	118	56	62	41	53
61603	brun orangé	French	orangey brown	166	105	65	50	20	32
61703	rouge orangé	French	orangey red	156	50	38	37	43	32
61803	jaune orangé	French	orangey yellow	234	155	49	70	21	64
61903	orangé	French	orangish	235	118	57	63	41	53
62003	Brun orangeâtre	French	orangish brown	170	103	48	50	22	41
62103	Rouge orangé	French	orangish red	155	50	38	37	43	32
62203	orchidée	French	orchid	146	54	87	37	42	0
62303	pâle	French	pale	210	177	200	76	16	-7
62403	Aqua pâle	French	pale aqua	135	178	191	70	-12	-11
62503	bleu pâle	French	pale blue	168	214	228	83	-11	-12
62603	brun pâle	French	pale brown	76	49	38	23	11	12
62703	pâle cyan	French	pale cyan	94	183	209	70	-19	-22
62803	or pâle	French	pale gold	154	133	96	57	2	23
62903	vert pâle	French	pale green	225	253	224	97	-14	11
63003	gris pâle	French	pale grey	138	181	194	71	-11	-11
63103	lavande pâle	French	pale lavender	217	199	223	82	11	-10
63203	vert pâle	French	pale light green	151	181	116	70	-22	30
63303	lilas pâle	French	pale lilac	154	129	153	57	14	-10
63603	magenta pâle	French	pale magenta	237	194	228	83	21	-11
63803	olive pâle	French	pale olive	186	190	148	76	-8	21
63903	pâle vert olive	French	pale olive green	82	90	51	37	-10	22
64003	orange pâle	French	pale orange	246	197	146	83	11	32
64103	pêche pâle	French	pale peach	144	112	100	50	11	12
64203	rose pâle	French	pale pink	255	162	206	85	63	5
64303	violet pâle	French	pale purple	150	128	158	57	14	-13
64503	rose pâle	French	pale rose	255	158	211	85	65	1
64603	saumon pâle	French	pale salmon	203	161	148	70	13	13
64703	ciel bleu pâle	French	pale sky blue	139	175	210	70	-4	-22
64803	Turquoise pâle	French	pale teal	100	164	169	63	-19	-9
64903	turquoise pâle	French	pale turquoise	100	164	169	63	-19	-9
65003	violet pâle	French	pale violet	150	128	158	57	14	-13
65103	jaune pâle	French	pale yellow	223	209	126	83	-7	43
65203	parchemin	French	parchment	243	218	176	88	2	24
65303	bleu pastel	French	pastel blue	159	195	209	77	-9	-11
65403	vert pastel	French	pastel green	145	182	155	71	-17	9
65503	orange pastel	French	pastel orange	241	197	167	83	12	21
65603	rose pastel	French	pastel pink	254	211	217	88	16	3
65703	violet de pastel	French	pastel purple	184	164	193	70	12	-12
65803	Rouge pastel	French	pastel red	193	114	116	57	32	12
65903	jaune pastel	French	pastel yellow	237	228	166	90	-6	31
66103	de petits pois	French	pea green	105	127	42	50	-21	42
66203	soupe aux pois	French	pea soup	136	139	95	57	-9	24
66303	Vert de soupe aux pois	French	pea soup green	187	193	146	77	-10	23
66403	pêche	French	peach	221	128	76	63	31	43
66503	rose pêche	French	peachy pink	202	139	117	63	21	21
66603	bleu paon	French	peacock blue	35	93	119	37	-10	-20
66803	pervenche	French	periwinkle	174	166	210	70	12	-22
66903	Bleu pervenche	French	periwinkle blue	132	132	174	57	9	-22
67003	violâtre	French	perrywinkle	140	107	153	50	22	-20
67103	essence	French	petrol	138	154	170	63	-3	-10
67203	cochon rose	French	pig pink	229	175	190	77	22	0
67303	pin	French	pine	106	61	20	31	16	32
67503	rose	French	pink	148	53	86	37	43	1
67703	rose rouge	French	pink red	135	33	41	30	43	21
67803	rosâtre	French	pinkish	176	121	142	57	24	-2
68003	gris rosé	French	pinkish grey	173	145	152	63	12	0
68103	rose orangé	French	pinkish orange	236	117	57	62	42	53
68303	rouge rosé	French	pinkish red	206	103	119	56	42	10
68403	bronzé rosâtre	French	pinkish tan	87	68	39	30	4	21
68503	rosé	French	pinky	147	53	87	37	43	0
68903	pistache	French	pistachio	198	213	165	83	-13	22
69003	prune	French	plum	84	43	64	24	22	-5
69103	Violet prune	French	plum purple	131	89	119	43	22	-10
69503	caca	French	poop	82	52	12	24	10	29
69703	Vert caca 	French	poop green	89	87	70	37	-2	10
69803	bleu poudre	French	powder blue	178	210	222	82	-8	-10
70003	bleu de Prusse	French	prussian blue	59	88	121	37	-1	-22
70103	puce	French	puce	208	181	188	76	11	0
70603	citrouille	French	pumpkin	217	102	41	57	42	53
70703	orange citrouille	French	pumpkin orange	202	111	60	56	32	44
71103	Brun violet	French	purple brown	87	65	72	30	11	0
71203	violet gris	French	purple grey	115	96	120	43	13	-11
71403	rouge violet	French	purple red	184	57	69	43	52	22
72003	pourpre gris	French	purpley grey	242	247	236	97	-4	5
72203	violacé	French	purplish	184	163	195	70	14	-14
72403	brun violacé	French	purplish brown	70	51	54	23	9	1
72503	gris violacé	French	purplish grey	111	97	116	43	9	-8
72603	rose violacé	French	purplish pink	220	175	207	76	22	-10
72703	rouge violacé	French	purplish red	158	78	89	43	34	9
73103	mastic	French	putty	180	133	140	60	19	3
73203	Vert de course	French	racing green	25	47	29	17	-14	9
73403	framboise	French	raspberry	150	52	74	37	43	9
73503	terre de Sienne naturel	French	raw sienna	138	96	33	44	11	41
73603	terre d'ombre naturelle	French	raw umber	92	65	36	30	8	22
73703	bleu très clair	French	really light blue	140	178	191	70	-10	-11
73803	rouge	French	red	167	37	39	37	52	32
73903	Brun rouge	French	red brown	162	105	83	50	20	21
74003	rouge orange	French	red orange	155	51	37	37	43	32
74103	rose rouge	French	red pink	135	33	41	30	43	21
74203	rouge violet	French	red purple	184	56	70	43	52	22
74303	rouge violet	French	red violet	184	57	69	44	52	22
74403	vin rouge	French	red wine	114	19	30	24	41	20
74603	brun rougeâtre	French	reddish brown	163	105	84	50	21	21
74703	gris rougeâtre	French	reddish grey	151	51	55	36	42	20
74803	rouge orangé	French	reddish orange	153	53	52	37	42	23
74903	rose rougeâtre	French	reddish pink	135	32	41	30	44	21
75003	violet rougeâtre	French	reddish purple	132	89	121	43	23	-11
75103	rougeâtre brun	French	reddy brown	163	104	82	50	21	22
75303	violet riche	French	rich purple	85	43	57	23	21	0
75403	Oeuf de robin bleu	French	robin egg blue	174	217	223	84	-13	-7
75503	Oeufs de robin	French	robin's egg	208	230	228	90	-8	-2
75603	Oeufs de robin bleu	French	robin's egg blue	173	217	224	84	-13	-8
75703	rosa	French	rosa	211	154	162	69	22	4
75803	rose	French	rose	203	104	140	57	43	-2
75903	rose rose	French	rose pink	194	139	156	64	24	-1
76003	rose rouge	French	rose red	135	33	41	30	43	21
76103	rose rose	French	rosy pink	194	138	157	63	24	-1
76203	rouge	French	rouge	167	37	39	37	52	32
76503	violet royale	French	royal purple	81	44	73	24	22	-11
76603	rubis	French	ruby	132	37	55	31	41	12
76803	rouille	French	rust	140	65	37	37	30	31
76903	rouille brune	French	rust brown	91	64	43	30	9	17
77003	rouille orangé	French	rust orange	123	48	24	30	31	31
77103	Rouille rouge	French	rust red	174	97	81	50	30	23
77203	orange rouillé	French	rusty orange	102	34	23	24	30	23
77303	Rouille rouge	French	rusty red	174	97	81	50	30	23
77503	sauge	French	sage	147	157	114	63	-11	22
77603	Sauge verte	French	sage green	148	157	113	63	-11	22
77703	saumon	French	salmon	204	138	119	64	23	21
77803	saumon rose	French	salmon pink	232	174	167	76	20	12
77903	sable	French	sand	198	186	164	76	1	13
78003	sable brun	French	sand brown	112	80	52	37	10	21
78103	sable jaune	French	sand yellow	195	168	112	70	2	33
78203	Grès blanc rose	French	sandstone	223	201	184	82	5	11
78403	Sable brun	French	sandy brown	112	80	52	37	10	22
78503	jaune sable	French	sandy yellow	193	170	92	70	-2	43
78603	sève verte	French	sap green	23	50	13	18	-19	20
78803	écarlate	French	scarlet	167	39	39	37	51	32
78903	mer	French	sea	58	109	135	44	-9	-20
79003	mer bleue	French	sea blue	76	122	172	50	-1	-31
79303	écume de mer bleue	French	seafoam blue	180	211	181	82	-16	11
79603	algue verte	French	seaweed green	70	76	22	31	-11	30
79703	sépia	French	sepia	61	36	16	17	10	18
79903	Trèfle vert	French	shamrock green	144	181	132	70	-22	21
80503	vert maladif	French	sickly green	87	90	35	37	-10	31
80603	 jaune	French	sickly yellow	242	225	67	88	-11	75
80703	terre de sienne	French	sienna	126	72	50	37	21	23
80803	argent	French	silver	191	164	160	70	9	6
80903	ciel	French	sky	68	100	171	43	11	-41
81003	ciel bleu	French	sky blue	124	156	192	63	-2	-22
81103	ardoise	French	slate	93	84	75	36	2	7
81203	bleu ardoise	French	slate blue	76	87	103	37	-1	-10
81303	Vert ardoise	French	slate green	178	196	86	76	-22	52
81403	Gris ardoise	French	slate grey	18	79	112	32	-7	-24
81803	bleu doux	French	soft blue	134	156	176	63	-3	-13
81903	vert tendre	French	soft green	149	157	113	63	-11	22
82003	rose tendre	French	soft pink	193	140	150	64	21	3
82103	violet douce	French	soft purple	122	91	136	43	22	-20
82403	vert d’épicéa	French	spruce	184	169	130	70	-1	22
82503	Jaune foncé	French	squash	194	145	55	63	9	53
82603	acier	French	steel	246	245	246	97	1	-1
82703	bleu acier	French	steel blue	62	88	119	37	0	-21
82803	gris acier	French	steel grey	194	151	140	66	15	12
82903	pierre	French	stone	239	176	165	77	21	15
83003	bleu orageux	French	stormy blue	72	88	105	37	-2	-12
83103	paille	French	straw	215	188	148	78	4	24
83203	fraise	French	strawberry	172	68	69	43	43	22
83503	jaune soleil	French	sun yellow	234	206	104	83	-2	53
83603	tournesol	French	sunflower	159	113	22	51	11	52
83703	jaune tournesol	French	sunflower yellow	212	139	32	64	20	63
83803	jaune soleil	French	sunny yellow	234	206	104	83	-2	53
83903	jaune soleil	French	sunshine yellow	233	206	104	83	-3	53
84003	Vert de marais	French	swamp	81	90	50	37	-11	22
84103	marécage vert	French	swamp green	80	90	51	37	-11	22
84203	bronzé	French	tan	89	67	38	30	5	21
84303	Bronzé brun	French	tan brown	107	81	62	37	8	15
84403	bronzé vert	French	tan green	116	100	69	43	1	20
84503	mandarine	French	tangerine	199	87	30	51	42	52
84603	taupe	French	taupe	61	115	75	44	-27	16
84703	thé	French	tea	234	227	205	90	-1	12
84803	thé vert	French	tea green	153	158	95	63	-12	32
84903	turquoise	French	teal	126	201	208	76	-21	-11
85003	Turquoise bleu 	French	teal blue	98	183	205	70	-19	-19
85103	Turquoise vert	French	teal green	74	147	151	57	-22	-9
85203	turquoiseux	French	tealish	77	188	188	70	-31	-10
85403	terre cuite	French	terra cotta	185	121	86	57	21	29
85503	Terre cuite	French	terracota	186	121	85	57	22	30
85603	terre cuite	French	terracotta	198	139	112	63	19	24
85703	Bleu de tifanny	French	tiffany blue	111	183	180	70	-23	-6
85803	tomate	French	tomato	170	41	24	38	51	42
85903	rouge tomate	French	tomato red	167	39	40	37	51	32
86103	toupe	French	toupe	137	136	107	56	-4	16
86603	turquoise	French	turquoise	125	201	208	76	-21	-11
86703	bleu turquoise	French	turquoise blue	62	148	170	57	-19	-19
86903	tortue verte	French	turtle green	145	180	132	70	-21	21
87103	bleu crépuscule	French	twilight blue	49	56	70	23	1	-10
87203	Bleu laid	French	ugly blue	60	72	86	30	-1	-10
87503	rose	French	ugly pink	185	87	122	50	43	-1
87603	violet laide	French	ugly purple	87	60	103	30	21	-20
87703	laide jaune	French	ugly yellow	218	187	107	77	1	44
88103	velours	French	velvet	128	17	10	27	45	35
88203	vermillon	French	vermillion	207	72	67	50	53	32
88303	bleu très foncé	French	very dark blue	6	11	30	3	3	-12
88403	brun très foncé	French	very dark brown	59	36	30	17	9	9
88503	vert très foncé	French	very dark green	32	45	28	17	-10	9
88603	violet très foncé	French	very dark purple	82	64	86	30	12	-10
88703	bleu très pâle	French	very light blue	173	190	197	76	-4	-6
88903	vert très clair	French	very light green	128	142	116	57	-10	12
89003	rose très pâle	French	very light pink	206	182	188	76	10	0
89103	violet très léger	French	very light purple	154	127	159	57	16	-13
89203	bleu très pâle	French	very pale blue	182	207	223	82	-5	-11
89303	vert très pâle	French	very pale green	161	176	148	70	-10	12
90003	Violet rouge	French	violet red	119	68	120	37	31	-20
90103	viride	French	viridian	66	74	33	30	-11	23
90903	brun chaud	French	warm brown	112	78	65	36	12	13
91103	rose chaud	French	warm pink	192	138	153	63	23	0
91203	pourpre chaude	French	warm purple	105	75	120	37	22	-20
91403	Eau bleue	French	water blue	185	231	246	89	-11	-12
91503	pastèque	French	watermelon	231	120	119	63	43	20
91703	blé	French	wheat	187	145	74	63	8	43
91803	blanc	French	white	229	229	232	91	1	-2
92003	vin	French	wine	86	17	32	18	32	9
92103	vin rouge	French	wine red	114	19	29	24	41	20
92303	glycine	French	wisteria	96	81	106	37	11	-12
92403	jaune	French	yellow	243	225	67	88	-11	75
92503	jaune brun	French	yellow brown	154	111	45	50	10	42
92603	jaune vert	French	yellow green	225	211	82	84	-10	63
92703	ocre jaune	French	yellow ochre	194	145	56	63	10	52
92803	jaune orange	French	yellow orange	234	155	49	70	21	64
92903	jaune ocre	French	yellow tan	194	145	56	63	10	52
93203	brun jaunâtre	French	yellowish brown	118	100	66	43	2	22
93303	vert jaunâtre	French	yellowish green	239	227	97	89	-11	63
93403	Orange jaunâtre	French	yellowish orange	211	137	55	63	22	54
93603	jaune brun	French	yellowy brown	138	95	32	44	11	41
93703	jaune vert	French	yellowy green	205	193	62	77	-11	64
304	Algen	German	algae	125	141	114	57	-11	13
504	fast schwarz	German	almost black	33	27	30	11	3	-1
604	Bernstein	German	amber	175	127	60	57	12	43
904	apfelgrün	German	apple green	154	180	109	70	-21	33
1004	Aprikose	German	apricot	242	198	165	83	11	22
1204	Aqua Blau	German	aqua blue	162	215	231	83	-13	-13
1404	Aqua Marine	German	aqua marine	150	196	211	77	-12	-12
1504	Aquamarin	German	aquamarine	131	179	189	70	-13	-10
1604	Armee grün	German	army green	45	44	9	17	-5	21
1704	Spargel	German	asparagus	200	188	147	76	-3	22
1804	Aubergine	German	aubergine	64	31	55	17	20	-9
1904	rost braun	German	auburn	97	63	51	30	13	13
2004	Avocado	German	avocado	147	161	75	63	-18	42
2104	Avocado-Grün	German	avocado green	114	123	60	50	-13	33
2304	azurblau	German	azure	144	195	225	76	-9	-20
2404	Baby Blau	German	baby blue	167	192	214	77	-4	-14
2604	rosa	German	baby pink	229	175	196	77	23	-3
3104	Baby lila	German	baby purple	187	163	192	70	14	-11
3404	Banane	German	banana	180	151	51	63	0	54
4004	Schlachtschiff grau	German	battleship grey	98	103	102	43	-2	0
4104	beige	German	beige	255	172	154	81	39	27
4404	schwarz	German	black	0	19	34	3	-11	-15
4604	Blut	German	blood	156	47	39	37	45	31
4704	Blutorange	German	blood orange	189	54	36	44	53	42
4804	Blutrot	German	blood red	114	19	26	24	40	22
5104	blau grün	German	blue green	155	201	170	77	-21	10
5204	blau grau	German	blue grey	51	90	120	37	-4	-21
5604	Heidelbeere	German	blueberry	85	84	105	37	5	-12
5704	blaugrün	German	bluegreen	29	80	71	30	-19	0
5804	blaugrau	German	bluegrey	59	89	107	36	-6	-14
5904	bläulich grün	German	bluey green	202	235	206	90	-16	11
6004	bläulich grau	German	bluey grey	60	90	108	37	-6	-14
6204	bläulich	German	bluish	59	92	102	37	-9	-10
6304	blaugrün	German	bluish green	28	80	71	30	-20	0
6404	blaugrau	German	bluish grey	60	90	108	37	-6	-14
6704	erröten	German	blush	232	173	171	76	21	9
6804	Hautfarbe rosa	German	blush pink	144	89	71	44	21	20
7104	Bordeaux	German	bordeaux	101	32	44	24	32	9
7304	flaschengrün	German	bottle green	33	63	44	24	-16	9
7404	Backstein	German	brick	144	89	66	44	20	23
7504	Ziegel Orange	German	brick orange	186	120	81	56	22	32
7604	ziegelrot	German	brick red	143	63	55	37	33	21
7904	helles Cyan	German	bright cyan	78	165	189	64	-19	-20
8204	leicht hellblau	German	bright light blue	193	228	249	89	-7	-14
8904	leuchtend orange	German	bright orange	158	54	21	38	42	42
9204	leuchtend rot	German	bright red	167	40	39	38	51	32
9404	helles Himmelblau	German	bright sky blue	156	196	212	77	-10	-12
9604	helles Türkis	German	bright turquoise	92	146	141	57	-19	-3
10004	sehr dunkelgrün	German	british racing green	38	61	40	24	-14	11
10204	braun	German	brown	75	49	33	23	10	15
10304	braun grün	German	brown green	209	208	147	82	-9	30
10404	braungrau	German	brown grey	151	159	140	64	-7	9
10504	braun orange	German	brown orange	227	154	94	70	21	42
10604	braun rot	German	brown red	155	80	82	43	31	13
10704	braungelb	German	brown yellow	137	95	51	44	12	32
10804	bräunlich	German	brownish	130	117	98	50	2	12
11004	bräunlich grau	German	brownish grey	156	156	140	64	-3	9
